order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit
O00290,04-03-2025,C0465,P1010,S058,In-Store,1,228.83,0,228.83,166.74,62.09
O00291,30-04-2025,C0632,P0210,Online,Online,1,193.02,0,193.02,100.6,92.42
O00292,22-12-2025,C0142,P0215,S055,In-Store,1,203.42,0.2,162.74,147.27,15.47
O00293,10-12-2024,C0090,P0391,S051,In-Store,1,234.22,0.1,210.8,138.13,72.67
O00294,04-06-2024,C0550,P0010,S055,In-Store,2,99.46,0,198.92,77.19,44.54
O00295,24-09-2024,C0797,P0088,Online,Online,3,361.93,0.1,977.21,190.26,406.43
O00296,16-03-2025,C0337,P0777,Online,Online,2,145.77,0.05,276.96,96.59,83.78
O00297,05-10-2024,C0597,P0943,Online,Online,1,181.12,0.1,163.01,104.17,58.84
O00298,19-07-2025,C0771,P1196,S057,In-Store,1,103.64,0.2,82.91,61.87,21.04
O00299,17-07-2024,C0684,P0250,S015,In-Store,1,294.26,0.2,235.41,182.26,53.15
O00300,18-08-2025,C0287,P0659,S030,In-Store,2,218.6,0.05,415.34,173.17,69
O00301,05-10-2025,C0784,P0606,S022,In-Store,2,6.77,0.05,12.86,5.74,1.38
O00302,05-04-2025,C0752,P0421,S004,In-Store,1,322.09,0.2,257.67,189.31,68.36
O00303,12-08-2024,C0013,P0442,S024,In-Store,2,206.69,0.05,392.71,149.23,94.25
O00304,23-02-2025,C0348,P0427,S048,In-Store,2,219.82,0.1,395.68,163.97,67.74
O00305,01-09-2024,C0319,P0929,S054,In-Store,3,34.13,0,102.39,18.97,45.48
O00306,09-06-2024,C0224,P0744,S028,In-Store,2,190.33,0.05,361.63,109.86,141.91
O00307,14-12-2024,C0192,P0140,Online,Online,2,187.12,0.05,355.53,111.19,133.15
O00308,03-04-2025,C0591,P0209,Online,Online,2,25.81,0,51.62,16.86,17.9
O00309,05-12-2024,C0246,P0033,S011,In-Store,3,288.63,0.1,779.3,158,305.3
O00310,25-02-2025,C0677,P1087,S016,In-Store,2,36.72,0,73.44,18.53,36.38
O00311,28-01-2025,C0086,P0725,S009,In-Store,1,240.4,0.2,192.32,149.77,42.55
O00312,23-03-2025,C0520,P0683,Online,Online,3,27.06,0.1,73.06,14.77,28.75
O00313,09-03-2025,C0050,P0783,S027,In-Store,2,59.11,0.05,112.31,41.45,29.41
O00314,16-04-2024,C0412,P0361,S033,In-Store,1,214,0.2,171.2,135.62,35.58
O00315,16-07-2024,C0111,P0102,S007,In-Store,1,221.14,0.05,210.08,153.44,56.64
O00316,16-04-2024,C0036,P1178,Online,Online,2,63.25,0,126.5,33.85,58.8
O00317,30-03-2025,C0282,P0463,S044,In-Store,2,192.98,0.2,308.77,114.83,79.11
O00318,06-04-2025,C0103,P0450,S056,In-Store,2,225.1,0.1,405.18,145.58,114.02
O00319,10-07-2024,C0175,P0416,S018,In-Store,2,166.68,0.1,300.02,149.54,0.94
O00320,02-05-2024,C0096,P0379,Online,In-Store,3,186.5,0.2,447.6,93.72,166.44
O00321,14-08-2025,C0704,P0488,Online,Online,3,197.17,0,591.51,110.7,259.41
O00322,14-06-2025,C0340,P0932,Online,Online,2,249.21,0,498.42,125.16,248.1
O00323,27-09-2024,C0438,P0684,Online,Online,2,222.84,0.1,401.11,161.31,78.49
O00324,25-01-2025,C0174,P0019,S030,In-Store,1,175.44,0,175.44,121.3,54.14
O00325,27-01-2025,C0253,P0967,Online,Online,2,177.85,0,355.7,94.1,167.5
O00326,02-09-2024,C0297,P0467,S010,In-Store,3,102.73,0.05,292.78,72.92,74.02
O00327,04-08-2025,C0102,P0623,S021,In-Store,1,122.49,0.2,97.99,79.69,18.3
O00328,17-03-2025,C0359,P1117,Online,Online,1,233.4,0.2,186.72,142.81,43.91
O00329,02-11-2024,C0469,P0027,S019,In-Store,1,236.79,0.1,213.11,189.64,23.47
O00330,05-03-2025,C0793,P0684,S017,In-Store,1,222.84,0,222.84,161.31,61.53
O00331,24-06-2025,C0420,P0451,S009,In-Store,1,34.75,0.1,31.28,31.42,-0.14
O00332,22-05-2025,C0250,P1182,S027,In-Store,1,275.08,0.1,247.57,167.92,79.65
O00333,12-12-2024,C0091,P0396,S024,In-Store,1,242.65,0,242.65,124.91,117.74
O00334,19-09-2025,C0641,P1115,S028,In-Store,2,265.8,0.05,505.02,159.26,186.5
O00335,08-12-2024,C0695,P0714,S025,In-Store,2,219.22,0.2,350.75,133.22,84.31
O00336,09-03-2025,C0282,P0633,Online,Online,1,13.12,0.1,11.81,11.45,0.36
O00337,24-06-2024,C0125,P0887,S036,In-Store,3,92.06,0.1,248.56,74.33,25.57
O00338,14-11-2025,C0008,P1021,S009,In-Store,2,176.65,0.2,282.64,110.79,61.06
O00339,29-08-2025,C0535,P0593,Online,In-Store,3,71.58,0.05,204,37.74,90.78
O00340,02-01-2025,C0295,P0132,S000,In-Store,1,63.3,0.2,50.64,34.59,16.05
O00341,31-12-2025,C0289,P0770,Online,Online,2,221.83,0.2,354.93,110.98,132.97
O00342,24-08-2025,C0440,P0721,S000,In-Store,1,255.39,0,255.39,162.62,92.77
O00343,27-08-2024,C0358,P0580,S032,In-Store,2,220.06,0.05,418.11,120.54,177.03
O00344,28-03-2025,C0730,P0554,Online,Online,2,115.46,0.05,219.37,61.88,95.61
O00345,21-09-2024,C0082,P0595,Online,Online,2,277.06,0.2,443.3,158.47,126.36
O00346,09-07-2025,C0254,P0791,S057,In-Store,1,64.75,0,64.75,37.71,27.04
O00347,15-05-2025,C0309,P1016,S036,In-Store,1,321,0.2,256.8,186.81,69.99
O00348,06-09-2024,C0330,P1184,Online,Online,2,32.67,0.05,62.07,22.25,17.57
O00349,15-04-2025,C0426,P1135,Online,Online,1,65.37,0.1,58.83,47.87,10.96
O00350,07-10-2025,C0580,P0944,S024,In-Store,2,64.12,0.2,102.59,41.35,19.89
O00351,27-11-2024,C0539,P0905,S032,In-Store,1,138.07,0.1,124.26,108.67,15.59
O00352,17-12-2025,C0437,P0955,S026,In-Store,2,222.1,0.2,355.36,113.68,128
O00353,09-11-2024,C0572,P0054,S026,In-Store,1,315.6,0,315.6,178.49,137.11
O00354,21-12-2024,C0629,P0619,S037,In-Store,2,181.23,0.1,326.21,113.49,99.23
O00355,04-12-2025,C0556,P1158,S003,In-Store,2,275.48,0.2,440.77,175.62,89.53
O00356,15-12-2024,C0686,P0012,S048,In-Store,1,331.78,0.2,265.42,197.96,67.46
O00357,22-05-2025,C0086,P0112,Online,Online,2,314.05,0,628.1,170.67,286.76
O00358,06-10-2024,C0099,P0595,S044,In-Store,2,277.06,0.1,498.71,158.47,181.77
O00359,06-08-2024,C0124,P1197,S047,In-Store,1,252.57,0,252.57,154.11,98.46
O00360,21-01-2025,C0528,P0295,S031,In-Store,1,33.48,0.05,31.81,20.39,11.42
O00361,24-10-2024,C0691,P0316,S019,In-Store,1,150.05,0,150.05,95.84,54.21
O00362,13-01-2025,C0638,P0411,Online,Online,2,232.21,0,464.42,192.61,79.2
O00363,13-05-2024,C0123,P1064,Online,Online,1,41.74,0.05,39.65,30.85,8.8
O00364,04-08-2024,C0025,P1035,S003,In-Store,2,130.92,0,261.84,71.44,118.96
O00365,16-02-2025,C0495,P0376,S053,In-Store,1,79.72,0.1,71.75,56,15.75
O00366,10-01-2025,C0697,P0899,S039,In-Store,2,118.47,0,236.94,99.65,37.64
O00367,05-09-2025,C0651,P0044,Online,Online,1,22.6,0.05,21.47,14.78,6.69
O00368,02-07-2024,C0759,P1119,Online,Online,1,64.93,0.2,51.94,51.65,0.29
O00369,18-04-2025,C0683,P0204,S031,In-Store,2,200.67,0.1,361.21,110.34,140.53
O00370,04-12-2024,C0400,P0790,S006,In-Store,2,70.22,0.2,112.35,47.78,16.79
O00371,23-05-2025,C0435,P0303,Online,Online,2,214.71,0.2,343.54,190.15,-36.76
O00372,23-05-2024,C0398,P0022,S002,In-Store,2,124.36,0.2,198.98,104,-9.02
O00373,18-08-2024,C0363,P0285,S046,In-Store,1,86.63,0.2,69.3,74.63,-5.33
O00374,01-03-2025,C0162,P0732,S055,In-Store,2,186.46,0.05,354.27,95.93,162.41
O00375,14-11-2024,C0723,P1075,S004,In-Store,2,285.01,0.05,541.52,191.46,158.6
O00376,04-10-2025,C0360,P1153,S045,In-Store,1,152.8,0.05,145.16,103.2,41.96
O00377,18-06-2024,C0780,P0620,S004,In-Store,1,263.03,0.2,210.42,158.38,52.04
O00378,01-09-2024,C0483,P0369,S059,In-Store,1,314.41,0.1,282.97,197.87,85.1
O00379,20-03-2025,C0331,P0891,S022,In-Store,1,183.58,0.2,146.86,115.51,31.35
O00380,16-10-2025,C0030,P0325,Online,Online,2,22.19,0,44.38,19.23,5.92
O00381,16-02-2025,C0695,P0975,S014,In-Store,3,41.01,0.05,116.88,27.26,35.1
O00382,11-04-2025,C0178,P0786,S026,In-Store,3,21.67,0,65.01,13.41,24.78
O00383,24-10-2024,C0256,P0234,Online,Online,1,76.36,0,76.36,68.98,7.38
O00384,09-03-2025,C0383,P0060,S020,In-Store,2,146.26,0,292.52,118.59,55.34
O00385,09-10-2025,C0386,P0272,S036,In-Store,3,43.92,0.05,125.17,22.88,56.53
O00386,29-06-2025,C0502,P0896,S014,In-Store,2,165.91,0.05,315.23,107.19,100.85
O00387,26-04-2025,C0444,P1082,S012,In-Store,3,35.93,0,107.79,21.85,42.24
O00388,21-10-2024,C0644,P0197,Online,Online,4,180.86,0.05,687.27,139.6,128.87
O00389,15-05-2025,C0368,P0835,S055,In-Store,3,147.06,0,441.18,111.97,105.27
O00390,19-10-2024,C0698,P1081,S053,In-Store,2,26.3,0.05,49.97,16.09,17.79
O00391,16-06-2025,C0485,P1025,Online,In-Store,3,121.03,0.05,344.94,65.93,147.15
O00392,14-05-2024,C0449,P0875,S055,In-Store,2,129.03,0,258.06,69.4,119.26
O00393,10-11-2024,C0130,P1059,Online,Online,2,121.32,0,242.64,109.33,23.98
O00394,08-07-2024,C0052,P1107,S014,In-Store,1,333.55,0.1,300.2,181.41,118.79
O00395,20-03-2025,C0257,P0799,S004,In-Store,3,61.07,0.05,174.05,55.27,8.24
O00396,09-04-2025,C0076,P1094,S054,In-Store,1,137.56,0.1,123.8,79.96,43.84
O00397,07-09-2024,C0058,P1118,S007,In-Store,3,179.99,0.2,431.98,140.01,11.95
O00398,10-08-2025,C0269,P0061,Online,Online,2,147.64,0.2,236.22,76.11,84
O00399,15-07-2024,C0342,P0121,Online,Online,1,201.89,0.1,181.7,130.95,50.75
O00400,28-10-2025,C0679,P0127,Online,Online,2,89.43,0,178.86,62.77,53.32
O00401,14-07-2024,C0577,P0072,S004,In-Store,1,129.69,0.2,103.75,80.11,23.64
O00402,16-03-2025,C0627,P0165,S030,In-Store,2,46.91,0.05,89.13,24.44,40.25
O00403,12-11-2024,C0042,P0213,Online,Online,2,192.05,0.05,364.9,159.65,45.6
O00404,13-06-2025,C0441,P0978,S054,In-Store,1,219.94,0.05,208.94,174.42,34.52
O00405,22-08-2024,C0056,P0053,S051,In-Store,2,222.76,0.05,423.24,186.69,49.86
O00406,10-12-2025,C0388,P0037,S003,In-Store,3,63.29,0.2,151.9,42.09,25.63
O00407,12-10-2025,C0712,P0256,S027,In-Store,1,247.09,0.05,234.74,146.13,88.61
O00408,01-04-2025,C0120,P0753,S021,In-Store,1,263.55,0.2,210.84,137.07,73.77
O00409,21-07-2024,C0243,P0475,Online,Online,3,213.94,0,641.82,117.58,289.08
O00410,02-07-2024,C0765,P1098,S051,In-Store,3,91.83,0,275.49,63.28,85.65
O00411,28-02-2025,C0255,P0116,Online,Online,2,196.71,0.05,373.75,166.99,39.77
O00412,16-08-2025,C0289,P0089,S038,In-Store,3,229.1,0.05,652.93,150.01,202.9
O00413,04-06-2024,C0132,P0814,S007,In-Store,3,222.65,0,667.95,157.04,196.83
O00414,08-02-2025,C0556,P0421,S047,In-Store,1,322.09,0.1,289.88,189.31,100.57
O00415,25-02-2025,C0225,P0908,S017,In-Store,1,210.56,0.1,189.5,133.22,56.28
O00416,09-07-2025,C0299,P0500,S017,In-Store,3,222.98,0.1,602.05,118.48,246.61
O00417,21-01-2025,C0515,P0213,Online,Online,3,192.05,0.2,460.92,159.65,-18.03
O00418,09-09-2024,C0636,P0995,Online,Online,2,177.45,0.05,337.16,106.34,124.48
O00419,10-06-2024,C0533,P0472,S035,In-Store,1,267.62,0.05,254.24,160.56,93.68
O00420,02-06-2024,C0742,P0290,Online,Online,3,209.97,0.05,598.41,105.5,281.91
O00421,22-01-2025,C0665,P0929,Online,In-Store,1,34.13,0.2,27.3,18.97,8.33
O00422,30-03-2025,C0276,P0569,S019,In-Store,1,18.44,0,18.44,10.75,7.69
O00423,31-07-2024,C0624,P0786,S055,In-Store,2,21.67,0.2,34.67,13.41,7.85
O00424,29-04-2025,C0045,P0459,Online,Online,3,44.11,0.05,125.71,32.14,29.29
O00425,21-11-2025,C0545,P0107,S002,In-Store,2,193.34,0.1,348.01,154.55,38.91
O00426,25-01-2025,C0623,P0688,S058,In-Store,2,83.95,0.1,151.11,58.01,35.09
O00427,02-11-2024,C0605,P0443,S021,In-Store,2,283.37,0.2,453.39,188.88,75.63
O00428,15-03-2025,C0596,P0116,S035,In-Store,2,196.71,0.2,314.74,166.99,-19.24
O00429,28-12-2024,C0694,P0588,Online,In-Store,2,165.38,0.2,264.61,131.59,1.43
O00430,02-03-2025,C0736,P1163,S016,In-Store,1,151.89,0.05,144.3,94.31,49.99
O00431,27-05-2024,C0478,P0487,Online,Online,1,134.85,0,134.85,112.2,22.65
O00432,01-03-2025,C0698,P0561,Online,Online,2,182.85,0.05,347.42,137.05,73.32
O00433,09-07-2025,C0302,P0691,S002,In-Store,1,258.99,0.1,233.09,156.94,76.15
O00434,14-11-2024,C0675,P0513,S051,In-Store,2,27.18,0,54.36,18.81,16.74
O00435,17-08-2024,C0582,P0657,S054,In-Store,1,29.04,0.05,27.59,15.54,12.05
O00436,17-12-2025,C0017,P0900,Online,Online,3,18.92,0,56.76,14.57,13.05
O00437,02-01-2025,C0491,P1139,Online,Online,3,222.83,0,668.49,196.14,80.07
O00438,15-10-2025,C0081,P0566,S035,In-Store,1,10.71,0.1,9.64,9.25,0.39
O00439,19-09-2024,C0451,P0368,Online,Online,1,103.79,0.1,93.41,63.19,30.22
O00440,16-12-2025,C0506,P0260,Online,Online,1,116.29,0.05,110.48,104.16,6.32
O00441,06-11-2024,C0632,P0101,Online,Online,1,77.72,0,77.72,55.73,21.99
O00442,29-11-2024,C0518,P0901,S002,In-Store,2,257.18,0.05,488.64,132.87,222.9
O00443,21-01-2025,C0731,P0530,S001,In-Store,1,274.32,0.1,246.89,147.34,99.55
O00444,24-11-2025,C0045,P0480,S004,In-Store,1,218.71,0.2,174.97,140.22,34.75
O00445,25-12-2025,C0079,P0485,Online,Online,2,23.82,0.1,42.88,21.12,0.64
O00446,19-01-2025,C0697,P0851,Online,Online,2,70.32,0.2,112.51,37.63,37.25
O00447,17-06-2024,C0146,P0050,S050,In-Store,1,188.61,0.1,169.75,94.37,75.38
O00448,26-05-2024,C0417,P0767,S018,In-Store,2,316.79,0,633.58,169.15,295.28
O00449,09-06-2024,C0045,P0595,S058,In-Store,1,277.06,0,277.06,158.47,118.59
O00450,05-06-2024,C0216,P0641,S049,In-Store,2,240.92,0.1,433.66,123.63,186.4
O00451,17-04-2024,C0387,P1193,Online,Online,2,169.77,0.05,322.56,104.94,112.68
O00452,15-06-2025,C0664,P0160,S059,In-Store,1,141.43,0.05,134.36,92.08,42.28
O00453,10-05-2024,C0588,P1122,S034,In-Store,2,344.4,0,688.8,173.23,342.34
O00454,11-12-2024,C0540,P0105,S042,In-Store,1,49.07,0.2,39.26,43.88,-4.62
O00455,22-09-2024,C0199,P1178,Online,Online,1,63.25,0.05,60.09,33.85,26.24
O00456,14-05-2025,C0786,P0741,Online,Online,1,25.86,0.1,23.27,13.55,9.72
O00457,30-07-2025,C0118,P0493,S056,In-Store,1,178.11,0.2,142.49,108.79,33.7
O00458,18-11-2024,C0360,P1147,S058,In-Store,1,262.37,0.1,236.13,151.81,84.32
O00459,15-11-2025,C0619,P0471,S026,In-Store,1,157.43,0.05,149.56,112.62,36.94
O00460,31-03-2025,C0128,P1101,Online,Online,1,27.41,0.2,21.93,17.28,4.65
O00461,16-09-2024,C0681,P0282,S050,In-Store,1,147.51,0.1,132.76,116.28,16.48
O00462,21-08-2025,C0120,P0166,S032,In-Store,1,344.93,0.05,327.68,174.83,152.85
O00463,10-10-2025,C0647,P0405,S056,In-Store,1,226.02,0.2,180.82,114.67,66.15
O00464,25-11-2024,C0123,P0857,Online,Online,1,17.94,0.2,14.35,10.57,3.78
O00465,12-08-2025,C0129,P0069,S001,In-Store,2,189.89,0.05,360.79,130.09,100.61
O00466,26-08-2025,C0135,P1054,S058,In-Store,2,193.12,0.2,308.99,143.87,21.25
O00467,15-11-2025,C0362,P0261,S035,In-Store,1,128.2,0.05,121.79,71.64,50.15
O00468,21-12-2024,C0121,P0689,S057,In-Store,1,46.7,0.1,42.03,27.05,14.98
O00469,26-10-2025,C0631,P0220,S002,In-Store,1,172.92,0,172.92,122.08,50.84
O00470,11-05-2025,C0363,P0919,S040,In-Store,1,285.64,0.2,228.51,166.01,62.5
O00471,28-09-2025,C0446,P0592,S044,In-Store,1,57.43,0.05,54.56,32.43,22.13
O00472,24-03-2025,C0741,P0595,S059,In-Store,1,277.06,0,277.06,158.47,118.59
O00473,19-04-2024,C0007,P0111,S043,In-Store,1,184.61,0.2,147.69,108.89,38.8
O00474,05-04-2025,C0449,P0361,S037,In-Store,1,214,0.1,192.6,135.62,56.98
O00475,01-10-2024,C0099,P0475,Online,Online,2,213.94,0.1,385.09,117.58,149.93
O00476,24-02-2025,C0530,P1075,S054,In-Store,2,285.01,0.2,456.02,191.46,73.1
O00477,15-07-2024,C0393,P0652,S009,In-Store,1,171.03,0,171.03,96.8,74.23
O00478,16-04-2024,C0752,P0431,S017,In-Store,1,39.3,0.1,35.37,21.12,14.25
O00479,06-07-2024,C0291,P0339,Online,Online,1,283.83,0.1,255.45,195.14,60.31
O00480,16-02-2025,C0229,P0346,Online,Online,1,95.96,0.1,86.36,56.78,29.58
O00481,29-05-2024,C0771,P0217,S042,In-Store,1,197.95,0.1,178.16,167.2,10.96
O00482,16-10-2024,C0211,P1130,S048,In-Store,2,208.54,0.05,396.23,178.82,38.59
O00483,21-05-2024,C0040,P1105,S012,In-Store,1,14.96,0,14.96,12.19,2.77
O00484,30-07-2025,C0026,P0756,Online,Online,1,338.92,0.2,271.14,181.6,89.54
O00485,22-06-2025,C0533,P0258,S018,In-Store,2,52.4,0,104.8,30.15,44.5
O00486,07-12-2024,C0122,P0910,S031,In-Store,2,231.06,0.1,415.91,166.1,83.71
O00487,15-09-2025,C0140,P0570,S007,In-Store,4,245.4,0.1,883.44,182.12,154.96
O00488,24-11-2024,C0762,P0455,S020,In-Store,2,349.41,0.05,663.88,193.71,276.46
O00489,10-07-2024,C0282,P0928,S032,In-Store,1,175.55,0,175.55,114.06,61.49
O00490,21-01-2025,C0322,P0078,S059,In-Store,1,123.08,0.1,110.77,111.85,-1.08
O00491,12-02-2025,C0571,P0072,S040,In-Store,1,129.69,0,129.69,80.11,49.58
O00492,24-08-2025,C0600,P0770,S014,In-Store,1,221.83,0.05,210.74,110.98,99.76
O00493,16-07-2024,C0155,P0992,S046,In-Store,1,185.24,0.2,148.19,107.31,40.88
O00494,22-02-2025,C0203,P0181,S054,In-Store,20,323.27,0.05,6142.13,182.57,2490.73
O00495,09-02-2025,C0068,P1004,S013,In-Store,1,232.49,0.05,220.87,157.88,62.99
O00496,23-12-2024,C0704,P0538,S040,In-Store,1,164.74,0.05,156.5,149.45,7.05
O00497,22-07-2024,C0495,P1086,S011,In-Store,1,80.63,0.1,72.57,69.87,2.7
O00498,17-01-2025,C0299,P0993,S040,In-Store,3,170.79,0.2,409.9,99.31,111.97
O00499,26-07-2025,C0556,P0985,Online,Online,1,57.24,0.05,54.38,33.91,20.47
O00500,06-02-2025,C0773,P0588,S028,In-Store,3,165.38,0.1,446.53,131.59,51.76
O00501,11-04-2024,C0435,P0237,Online,Online,2,280.12,0.1,504.22,173.11,158
O00502,20-05-2024,C0355,P0815,S049,In-Store,2,186.83,0.2,298.93,105.96,87.01
O00503,11-02-2025,C0500,P0843,S001,In-Store,2,129.92,0.1,233.86,92.72,48.42
O00504,16-05-2025,C0220,P0837,Online,Online,2,231.93,0.1,417.47,171.59,74.29
O00505,02-07-2025,C0325,P0842,S028,In-Store,1,161.17,0.2,128.94,139.66,-10.72
O00506,16-12-2025,C0055,P0549,Online,In-Store,1,8.95,0.1,8.06,5.29,2.77
O00507,25-08-2025,C0046,P0631,S014,In-Store,2,30.95,0.05,58.8,17.8,23.2
O00508,13-06-2024,C0798,P0225,S039,In-Store,1,295.19,0.1,265.67,149.49,116.18
O00509,17-09-2025,C0552,P0040,S001,In-Store,1,57.53,0.2,46.02,37.43,8.59
O00510,18-05-2024,C0721,P0682,S049,In-Store,1,197.42,0,197.42,130.65,66.77
O00511,22-06-2024,C0531,P0431,S012,In-Store,3,39.3,0.05,112,21.12,48.64
O00512,08-05-2024,C0405,P0469,Online,Online,3,116.24,0.05,331.28,63.55,140.63
O00513,27-04-2024,C0339,P0846,Online,Online,1,257.54,0.05,244.66,178.48,66.18
O00514,30-09-2025,C0036,P0041,S033,In-Store,2,40.88,0,81.76,37.1,7.56
O00515,10-08-2024,C0698,P0993,Online,Online,1,170.79,0.1,153.71,99.31,54.4
O00516,28-02-2025,C0235,P0506,Online,Online,1,76.44,0,76.44,44.45,31.99
O00517,03-03-2025,C0386,P0820,Online,Online,1,310.73,0.1,279.66,193.38,86.28
O00518,27-11-2025,C0078,P0151,S045,In-Store,3,176.17,0.2,422.81,106.1,104.51
O00519,02-08-2025,C0760,P1109,S009,In-Store,1,200.18,0,200.18,121.02,79.16
O00520,21-06-2024,C0476,P0801,Online,Online,1,38.24,0.1,34.42,25.78,8.64
O00521,13-06-2025,C0435,P1049,S019,In-Store,1,115.48,0.1,103.93,61.25,42.68
O00522,22-04-2024,C0102,P0541,S036,In-Store,3,102.78,0.2,246.67,53.41,86.44
O00523,20-03-2025,C0439,P0190,Online,Online,3,232.24,0.2,557.38,136.2,148.78
O00524,29-05-2024,C0494,P0582,S034,In-Store,4,44.49,0.05,169.06,39.23,12.14
O00525,21-12-2025,C0508,P0806,S048,In-Store,1,38.24,0,38.24,24.55,13.69
O00526,26-09-2025,C0591,P0050,S014,In-Store,2,188.61,0.2,301.78,94.37,113.04
O00527,16-01-2025,C0576,P0223,S021,In-Store,1,69.61,0.05,66.13,40.18,25.95
O00528,25-08-2025,C0085,P0195,S013,In-Store,3,151.18,0.2,362.83,77.35,130.78
O00529,11-12-2025,C0085,P0289,S053,In-Store,1,17.32,0.2,13.86,13.54,0.32
O00530,22-02-2025,C0580,P0476,Online,Online,2,52.23,0.2,83.57,43.43,-3.29
O00531,20-06-2024,C0318,P0691,S002,In-Store,1,258.99,0.1,233.09,156.94,76.15
O00532,06-04-2025,C0613,P0832,S017,In-Store,1,149.77,0.05,142.28,102.98,39.3
O00533,15-04-2024,C0600,P1000,S020,In-Store,1,144.44,0.05,137.22,103.8,33.42
O00534,09-09-2025,C0725,P0989,S054,In-Store,1,220.95,0,220.95,186.64,34.31
O00535,26-12-2025,C0435,P0158,S048,In-Store,1,106.61,0,106.61,58.87,47.74
O00536,18-05-2024,C0766,P0248,Online,Online,1,107.2,0.2,85.76,93.12,-7.36
O00537,13-10-2024,C0116,P0079,S031,In-Store,2,260.43,0.05,494.82,158.22,178.38
O00538,01-02-2025,C0537,P0997,Online,Online,1,173.8,0.2,139.04,95.65,43.39
O00539,29-01-2025,C0303,P0240,S018,In-Store,2,85.49,0.1,153.88,52.45,48.98
O00540,31-08-2024,C0629,P0761,S010,In-Store,3,240.31,0.05,684.88,125.81,307.45
O00541,22-09-2024,C0701,P0418,S017,In-Store,1,101.5,0.1,91.35,55.18,36.17
O00542,30-03-2025,C0257,P0966,S059,In-Store,1,159.24,0.1,143.32,81.86,61.46
O00543,12-10-2024,C0737,P0277,Online,Online,10,239.39,0.2,1915.12,124.99,665.22
O00544,04-01-2025,C0426,P0367,Online,Online,3,201.12,0,603.36,158.65,127.41
O00545,11-06-2024,C0005,P0638,S012,In-Store,2,224.41,0,448.82,131.24,186.34
O00546,19-02-2025,C0338,P0193,Online,Online,1,62.96,0.2,50.37,32.26,18.11
O00547,14-06-2024,C0068,P0717,S056,In-Store,2,147.9,0.05,281.01,85.49,110.03
O00548,07-12-2024,C0014,P0394,Online,Online,1,219,0.2,175.2,165.56,9.64
O00549,28-02-2025,C0313,P0752,S025,In-Store,2,273.69,0.1,492.64,150.62,191.4
O00550,19-03-2025,C0656,P0414,Online,Online,2,162.49,0.05,308.73,105,98.73
O00551,20-02-2025,C0221,P0573,Online,Online,1,40.64,0,40.64,31.76,8.88
O00552,18-11-2024,C0534,P0082,S024,In-Store,1,177.36,0.1,159.62,136.2,23.42
O00553,10-11-2025,C0606,P0567,S047,In-Store,1,335.11,0.2,268.09,181.49,86.6
O00554,15-07-2025,C0002,P0474,Online,In-Store,2,140.16,0.05,266.3,80.82,104.66
O00555,08-08-2024,C0486,P0000,Online,In-Store,3,64.65,0,193.95,52.75,35.7
O00556,23-06-2025,C0450,P0871,S020,In-Store,1,10.05,0.1,9.05,8.78,0.27
O00557,11-06-2025,C0120,P0493,S024,In-Store,2,178.11,0.2,284.98,108.79,67.4
O00558,11-08-2025,C0363,P0638,S020,In-Store,1,224.41,0,224.41,131.24,93.17
O00559,23-08-2024,C0219,P0340,S053,In-Store,1,68.28,0.1,61.45,43.82,17.63
O00560,24-03-2025,C0447,P1147,S044,In-Store,1,262.37,0.1,236.13,151.81,84.32
O00561,22-07-2025,C0571,P0891,S011,In-Store,1,183.58,0,183.58,115.51,68.07
O00562,13-05-2025,C0477,P0708,S013,In-Store,1,157.48,0.05,149.61,124.12,25.49
O00563,21-01-2025,C0183,P0021,Online,Online,1,77.31,0.1,69.58,62.23,7.35
O00564,14-03-2025,C0005,P0410,S006,In-Store,2,244.31,0.1,439.76,174.55,90.66
O00565,06-04-2025,C0514,P0026,S002,In-Store,1,324.99,0.1,292.49,164.12,128.37
O00566,19-12-2025,C0407,P0089,S045,In-Store,1,229.1,0.1,206.19,150.01,56.18
O00567,08-05-2025,C0058,P1171,S055,In-Store,1,230.62,0.2,184.5,185.92,-1.42
O00568,27-10-2025,C0647,P0930,S030,In-Store,1,201.43,0,201.43,135.99,65.44
O00569,13-04-2024,C0029,P0313,S011,In-Store,2,258.17,0.05,490.52,161.71,167.1
O00570,20-02-2025,C0122,P0114,S045,In-Store,1,291.58,0,291.58,148.09,143.49
O00571,13-02-2025,C0557,P0568,S012,In-Store,1,216.22,0,216.22,188.74,27.48
O00572,13-02-2025,C0688,P0648,S010,In-Store,1,240.95,0.1,216.86,137.75,79.11
O00573,31-08-2025,C0680,P0825,S042,In-Store,3,138.88,0,416.64,97.93,122.85
O00574,06-06-2024,C0779,P1027,Online,Online,1,110.09,0.1,99.08,65.53,33.55
O00575,02-07-2024,C0454,P0091,Online,Online,2,27.29,0.05,51.85,20.11,11.63
O00576,15-09-2024,C0419,P0354,S053,In-Store,2,96.51,0,193.02,48.85,95.32
O00577,24-03-2025,C0574,P0718,Online,Online,1,73.4,0.2,58.72,44.17,14.55
O00578,23-03-2025,C0713,P0176,S029,In-Store,2,273.81,0,547.62,180.29,187.04
O00579,18-06-2024,C0092,P0373,S011,In-Store,2,124.26,0.1,223.67,105.48,12.71
